sp|Q04603|DPB4_YEAST	0.1139405507684043	0.00044386153275202477
sp|P34250|SEG2_YEAST	0.012944387607147334	5.4365450346028608e-05
sp|P47083|MPP10_YEAST	0.11253659971386669	0.0011034173944174973
sp|P32331|YMC1_YEAST	0.06096569000944685	0.00031016401644349477
sp|P14904|AMPL_YEAST	0.37244399737640593	0.0036413715276023286
sp|Q08235|BRX1_YEAST	0.14908556848349552	0.00067733750080013505
sp|P39538|UBP12_YEAST	0.04071161332803497	7.174079296166317e-05
sp|P06367|RS14A_YEAST	0.048113134154685655	0.0
sp|Q12044|RCN2_YEAST	0.29086636456099585	0.015837686550531114
sp|P27614|CBPS_YEAST	0.23306905425562294	0.00054825903379892584
sp|P49723|RIR4_YEAST	0.6639665996763678	0.0033569992861638893
sp|P04801|SYTC_YEAST	0.4707860195892884	0.00045296215748485041
sp|P34247|UTP11_YEAST	0.03815012981269095	0.0
sp|Q99247|YO087_YEAST	0.025388899359170953	2.0573020311475434e-05
sp|P29468|PAP_YEAST	0.13222213706341165	0.0013997048095514095
sp|Q12462|PEX11_YEAST	0.038468775134351096	0.0
sp|P06839|RAD3_YEAST	0.02799890970057321	0.00012993993269590237
sp|P25638|TAH1_YEAST	0.14408921041627845	0.0030099596241944895
sp|P50874|ORC5_YEAST	0.023531021899026117	0.0
sp|P39927|PTI1_YEAST	0.09655565408808542	0.0012907806949715387
sp|P10363|PRI1_YEAST	0.06920884085020591	0.00040189733158423752
sp|P04806|HXKA_YEAST	0.4831025143361043	0.0
sp|P41832|BNI1_YEAST	0.025962824657513057	0.00020606451990131902
sp|P36136|SHB17_YEAST	0.3024291219623352	0.0
sp|P39998|EDC3_YEAST	0.13070593980914094	9.5810061299053811e-05
sp|P53929|YNK8_YEAST	0.18445929435781427	0.00048096373910939684
sp|P52553|PFD6_YEAST	0.31631965098553533	0.0089005842071460239
sp|P38746|YLF2_YEAST	0.02305972984250859	0.0
sp|Q08421|ETT1_YEAST	0.1968468032004258	0.0010421621773735368
sp|P15436|DPOD_YEAST	0.019451317929932932	1.5773717882604741e-05
sp|P53538|SSU72_YEAST	0.13986329476701123	0.00068154257145184877
sp|P28274|URA7_YEAST	0.39331438341008146	0.00043911825624019118
sp|P53909|ADE_YEAST	0.2151366424125735	0.001211414515987114
sp|P48363|PFD3_YEAST	0.07531864514882665	0.0004779023946674407
sp|P39965|SYPM_YEAST	0.03624817394131141	5.5768115259649161e-05
sp|P19358|METK2_YEAST	0.15956281435463185	0.00023207088186974619
sp|P43593|UBP6_YEAST	0.2963523203210264	0.00010191093288285508
sp|P53330|RT102_YEAST	0.22712523985119004	0.0
sp|Q03761|TAF12_YEAST	0.2067567660111597	0.0013197993937271082
sp|P43577|GNA1_YEAST	0.31175884998762354	0.0056709027491147245
sp|Q12166|LEU9_YEAST	0.11860152239857664	7.8104932892558555e-05
sp|P14907|NSP1_YEAST	0.36205265994190566	0.0029105067102817143
sp|P60010|ACT_YEAST	1.3525840906181106	0.01630921834858437
sp|P25375|PRTD_YEAST	0.25265559019437495	0.0012231669761665505
sp|P53184|PNC1_YEAST	0.248600048239088	0.00092233479059386416
sp|P00635|PPA5_YEAST	0.11926833068082103	0.00025969511612177311
sp|P36076|CAB3_YEAST	0.04728422222420433	7.2630730828438322e-05
sp|P23301|IF5A1_YEAST	0.7082692115453373	0.0030825677574440884
