sp|Q04603|DPB4_YEAST	0.00025540982274779937	0.00023720187671748432	0.0002511897426427971
sp|P47083|MPP10_YEAST	0.00014886777451586766	0.00019642177569544818	0.0002080048268131768
sp|P32331|YMC1_YEAST	0.00014554649701181441	6.63883475465502e-05	0.00021860654160422445
sp|P14904|AMPL_YEAST	0.000937825939291451	0.0008709691367427505	0.0009848039399268707
sp|Q08235|BRX1_YEAST	0.0002949647922834008	0.00033343346224531516	0.0004178734673028135
sp|P39538|UBP12_YEAST	0.00010130599779061232	0.00011347004009117758	9.963214115818471e-05
sp|P06367|RS14A_YEAST	9.538006952460641e-05	8.858050661199839e-05	9.380412569643197e-05
sp|P23595|PP2A2_YEAST	8.172149033727179e-05	0.00015491993674074874	8.03712241971007e-05
sp|P27614|CBPS_YEAST	0.000461598243115062	0.0004821015252769175	0.0005684219476511773
sp|P34167|IF4B_YEAST	0.0009363181200072848	0.0006770210720920833	0.000920847542455937
sp|P04801|SYTC_YEAST	0.0010243459216030973	0.0009191970443949836	0.0009397752125161753
sp|P34247|UTP11_YEAST	0.00011451912274851458	0.00010635515323469157	7.437968104051149e-05
sp|Q12055|KAD6_YEAST	0.00045025587188212037	0.00041815751901979795	0.0008397622422346251
sp|P29468|PAP_YEAST	0.00019260362072150012	0.0002747247370831434	0.0003258193105108924
sp|Q03496|TR732_YEAST	6.201612287965732e-05	4.302953444367508e-05	3.0260880592448412e-05
sp|Q02100|SKO1_YEAST	3.627011313659657e-05	6.798518501111577e-05	3.567083006593303e-05
sp|Q12462|PEX11_YEAST	7.626097345985358e-05	7.082439441979291e-05	7.500093023432809e-05
sp|P06839|RAD3_YEAST	7.14844094575995e-05	4.399708281239908e-05	7.03032883443848e-05
sp|P25638|TAH1_YEAST	0.000439455905977086	0.00040812747337159837	0.0004321948730775374
sp|P50874|ORC5_YEAST	4.664818753021455e-05	4.3322678464727836e-05	4.5877429827896035e-05
sp|P39927|PTI1_YEAST	0.0001410508564968168	0.000271311399011852	0.00021173898518107715
sp|P10363|PRI1_YEAST	0.0001653024142348206	0.0001938576047600199	0.00012069969194018454
sp|P04806|HXKA_YEAST	0.0009577083724528534	0.0009466677182888405	0.000767422711585375
sp|P41832|BNI1_YEAST	1.794639355542202e-05	8.485760636559733e-05	4.442471372431844e-05
sp|P36136|SHB17_YEAST	0.0005038940544021257	0.0006490423351048449	0.0006873165565778544
sp|P39998|EDC3_YEAST	0.0002728340259048227	0.0002923230609237922	0.0002278432901264952
sp|Q03104|MSC1_YEAST	0.0001300073111329783	0.00012073920202429669	0.00012785922903764377
sp|Q3E7Z5|YI002_YEAST	0.0005437261085739851	0.0008072247611978296	0.0005347422421405116
sp|P53929|YNK8_YEAST	0.0004271588063035614	0.000396707023330324	0.0005144135884653485
sp|P52553|PFD6_YEAST	0.0006858360061226744	0.0008280120828866798	0.0006745040892308546
sp|P38746|YLF2_YEAST	4.571389235475343e-05	4.245498838670645e-05	4.495857180532021e-05
sp|Q08421|ETT1_YEAST	0.0003724219250884881	0.0003934445768435051	0.0003662684798535941
sp|P15436|DPOD_YEAST	3.299321422234062e-05	4.6152442334492854e-05	3.244807462887533e-05
sp|P53538|SSU72_YEAST	0.00020407608874968813	0.000189527680352329	0.0002007041845966923
sp|P28274|URA7_YEAST	0.0007289901513954512	0.0007715217107130236	0.0007665210510568434
sp|P53909|ADE_YEAST	0.0005519030315639517	0.0005859386138382204	0.000620491589911822
sp|P48363|PFD3_YEAST	8.802416661756685e-05	8.174899968039421e-05	0.00017698344392662273
sp|P39965|SYPM_YEAST	6.139062726207496e-05	5.701414238013367e-05	6.0376283483299815e-05
sp|P19358|METK2_YEAST	0.0002949647922834008	0.00033343346224531516	0.00035309613367710704
sp|P43593|UBP6_YEAST	0.0007333054562047612	0.0005587529109921308	0.0006341519059155084
sp|P53330|RT102_YEAST	0.0003289107516626959	0.0003054629877880142	0.00032347623193874756
sp|Q03761|TAF12_YEAST	0.00033976980553162406	0.0004726340273486224	0.0004158688198610722
sp|P43577|GNA1_YEAST	0.0007235959697294504	0.0005203831681693251	0.00040018849449500576
sp|Q12166|LEU9_YEAST	0.00021034014704816967	0.0002298611427607445	0.00020686474324305552
sp|P14907|NSP1_YEAST	0.0005269085138762347	0.000710478084141101	0.0007523751901900358
sp|P60010|ACT_YEAST	0.002624300826030838	0.002300693686176504	0.0025809400829461472
sp|P25375|PRTD_YEAST	0.00041640146287818446	0.0004869248214576738	0.0005156389244509186
