sp|P32366|VA0D_YEAST	0.3405182387914736
sp|P38129|TAF5_YEAST	0.1035213721594872
sp|Q08972|NEW1_YEAST	0.28322629145200806
sp|P20459|IF2A_YEAST	0.4106695349712457
sp|P33442|RS3A1_YEAST	0.1497569953977358
sp|P53729|YN8H_YEAST	0.02305972984250859
sp|Q12163|NBP2_YEAST	0.07226722201032332
sp|P07246|ADH3_YEAST	0.3287913432286882
sp|Q02648|TRM44_YEAST	0.10143289280820933
sp|P27882|ERV1_YEAST	0.04275388885376796
sp|Q07807|PUF3_YEAST	0.1411029832315065
sp|P21954|IDHP_YEAST	0.33675069991970785
sp|Q86ZR7|YKD3A_YEAST	0.29779933464756647
sp|P26785|RL16B_YEAST	0.27609307811509165
sp|Q08754|BUD7_YEAST	0.017463402747606827
sp|Q07540|FRDA_YEAST	0.12533558260076494
sp|P53875|RM19_YEAST	0.11304219326752252
sp|Q12339|UTP23_YEAST	0.043978581766659364
sp|P32899|IMP3_YEAST	0.10218252520501037
sp|P23291|KC11_YEAST	0.10158193873589982
sp|Q06451|TPO3_YEAST	0.050764462712929115
sp|Q08269|ALR1_YEAST	0.012661924052612017
sp|P03965|CARB_YEAST	0.21463123321214161
sp|P31373|CYS3_YEAST	0.4435116387279181
sp|P38073|EDS1_YEAST	0.010767252202548816
sp|P38068|GLRX7_YEAST	0.11304219326752252
sp|P32452|PHA2_YEAST	0.03722509540705721
sp|P53327|SLH1_YEAST	0.005307333323429919
sp|P32600|TOR2_YEAST	0.008392864885631734
sp|P53840|TOF1_YEAST	0.007383627430165962
sp|P46971|PMT4_YEAST	0.14855124242393813
sp|P39547|UIP3_YEAST	0.13254131515281187
sp|Q06103|RPN7_YEAST	0.24010353054185662
sp|Q07950|YEH2_YEAST	0.054145995654638845
sp|Q01519|COX12_YEAST	0.12883789168468907
sp|P53219|IMO32_YEAST	0.05850120808859782
sp|Q01852|TIM44_YEAST	0.14710361658317805
sp|P39727|ERV46_YEAST	0.09647819614318509
sp|P25038|IF2M_YEAST	0.025484172425938256
sp|P54838|DAK1_YEAST	0.4631513629574102
sp|P38315|YBP1_YEAST	0.02762419150358597
sp|Q05021|TAF7_YEAST	0.02901655126467717
sp|P53927|NOP15_YEAST	0.026209321111530626
sp|P35180|TOM20_YEAST	0.22712523985119004
sp|P38986|ASPG1_YEAST	0.3024291219623352
sp|P40481|HPM1_YEAST	0.03496430860847899
sp|P40851|AXL1_YEAST	0.017397431073750358
sp|Q99271|NAH1_YEAST	0.010473403192572395
sp|P20449|DBP5_YEAST	0.3482517490733821
sp|P09436|SYIC_YEAST	0.43338757763545077
sp|P53145|LSG1_YEAST	0.15057174735136591
sp|P38351|PAF1_YEAST	0.07060589315423527
